Hash,Message,Filename,Rectified Message
d17db180aa5510b7384641d57d2f36391306f4af,Fix Python 3.3 compatibility,test_examples.py,add tests for python 3.3 compatibility
d17db180aa5510b7384641d57d2f36391306f4af,Fix Python 3.3 compatibility,test_util.py,add tests for integer changes
ed8fed14a0fa79490f3cbb11957ab7c61d487d31,Fix empty param issue and print a nicer error message,cfn,add more info about the error message
759541e545347547f7f04397d7c28a5cfff41d84,"Fix a missed portion of a pull request patch

This patch fixes:
    Workaround for a bug in CloudFormation and EC2 where the
    DestinationSecurityGroupId property is ignored causing
    egress rules targeting a security group to be ignored.
    Using SourceSecurityGroupId instead works fine even in
    egress rules. AWS have known about this bug for a while.",ec2.py,add more info about patching ec2 rule
77e9870a7e0d9f46c296120ed71c82d50b6ca886,Fix Attributes validator for ELB Policies,setup.py,add missing setup.py
77e9870a7e0d9f46c296120ed71c82d50b6ca886,Fix Attributes validator for ELB Policies,__init__.py,add missing docs to deletionpolicy
77e9870a7e0d9f46c296120ed71c82d50b6ca886,Fix Attributes validator for ELB Policies,elasticloadbalancing.py,add more info about policy changes
c1740ad823d866aa43845e484a5251c07facd8c9,"Fixing due to an error that was in the AWS docs

Working with Amazon support on this - the documentation is wrong, and
the LoadBalancerPorts argument isn't required.",elasticloadbalancing.py,add more info about policy changes
09c4b3751648708d81a0c921a196e47f636cf822,Do not validate AWSHelperFun's (Fix for Issue 8),test_basic.py,add tests for ec2 update policy
09c4b3751648708d81a0c921a196e47f636cf822,Do not validate AWSHelperFun's (Fix for Issue 8),__init__.py,add more info about the type of the object
c290bc622507ad5b1321bdcba1d34becbeadbe5a,Fix pyflakes warning,elasticloadbalancing.py,add missing docstring to appcookiestickinesspolicy
93f377e94b6f9ce46e15f474a69eac7098e88472,Fix pep8 warning,autoscaling.py,add more info about autoscaling group
e016121a1679524d7913997398a505f5a6affc64,Fix pep8,test_basic.py,add tests for update policy
34945549998162aad0e468dacc95d4188fbf8abc,"Add missing return in integer_range [GH-10]

Add a missing return in interger_range. Thanks @hglynn for the fix.",test_validators.py,add test for integer_range
34945549998162aad0e468dacc95d4188fbf8abc,"Add missing return in integer_range [GH-10]

Add a missing return in interger_range. Thanks @hglynn for the fix.",validators.py,add a note about integer_range
5d7c4c894f39708e17de265309281493401b82c1,"Fix `type` and `dictname` that are now AWSObject class members, this makes the code more DRY",test_basic.py,add more info about the object change
5d7c4c894f39708e17de265309281493401b82c1,"Fix `type` and `dictname` that are now AWSObject class members, this makes the code more DRY",__init__.py,add more documentation to aws object change
5d7c4c894f39708e17de265309281493401b82c1,"Fix `type` and `dictname` that are now AWSObject class members, this makes the code more DRY",autoscaling.py,add more comments to the commit message
5d7c4c894f39708e17de265309281493401b82c1,"Fix `type` and `dictname` that are now AWSObject class members, this makes the code more DRY",cloudformation.py,add more info about how to fix commit messages
5d7c4c894f39708e17de265309281493401b82c1,"Fix `type` and `dictname` that are now AWSObject class members, this makes the code more DRY",cloudfront.py,add more documentation to cloudfront_distribution.py
5d7c4c894f39708e17de265309281493401b82c1,"Fix `type` and `dictname` that are now AWSObject class members, this makes the code more DRY",cloudwatch.py,add more documentation to the commit message
5d7c4c894f39708e17de265309281493401b82c1,"Fix `type` and `dictname` that are now AWSObject class members, this makes the code more DRY",dynamodb.py,add more documentation to table commit message
5d7c4c894f39708e17de265309281493401b82c1,"Fix `type` and `dictname` that are now AWSObject class members, this makes the code more DRY",ec2.py,add more documentation to the commit message
5d7c4c894f39708e17de265309281493401b82c1,"Fix `type` and `dictname` that are now AWSObject class members, this makes the code more DRY",elasticache.py,add more info about commit message
5d7c4c894f39708e17de265309281493401b82c1,"Fix `type` and `dictname` that are now AWSObject class members, this makes the code more DRY",elasticbeanstalk.py,add more info about the new commit message
5d7c4c894f39708e17de265309281493401b82c1,"Fix `type` and `dictname` that are now AWSObject class members, this makes the code more DRY",elasticloadbalancing.py,add more info about the new load balancer commit
5d7c4c894f39708e17de265309281493401b82c1,"Fix `type` and `dictname` that are now AWSObject class members, this makes the code more DRY",iam.py,add more documentation to the object class
5d7c4c894f39708e17de265309281493401b82c1,"Fix `type` and `dictname` that are now AWSObject class members, this makes the code more DRY",rds.py,add more info about commit message
5d7c4c894f39708e17de265309281493401b82c1,"Fix `type` and `dictname` that are now AWSObject class members, this makes the code more DRY",route53.py,add more info about the changes in the commit
5d7c4c894f39708e17de265309281493401b82c1,"Fix `type` and `dictname` that are now AWSObject class members, this makes the code more DRY",s3.py,add more documentation to the commit message
5d7c4c894f39708e17de265309281493401b82c1,"Fix `type` and `dictname` that are now AWSObject class members, this makes the code more DRY",sdb.py,add more info about domain changes
5d7c4c894f39708e17de265309281493401b82c1,"Fix `type` and `dictname` that are now AWSObject class members, this makes the code more DRY",sns.py,add more info about the changes in the commit message
5d7c4c894f39708e17de265309281493401b82c1,"Fix `type` and `dictname` that are now AWSObject class members, this makes the code more DRY",sqs.py,add more info about the commit message
e0eed80408cd575e81b86eabe6ff7dd6e876ce73,Fix iam.Policy,iam.py,add documentation for new group
16e9341180aa17c3d7a30769eb72ad6d1779cdff,Fix route53.RecordSet that does not require a `name`,route53.py,add more info about the changes in the commit
fe91e3d1163eadaa273fdabe2d4efd3b67b5f716,Fix s3.Bucket constructor,s3.py,add more info about access control types
1ea41f91ce8c365579a8ce14a490de0abe556f4d,Fix AWSProperty that should not output a named dict,__init__.py,add documentation for awsproperty
ce8f8167dea0eb476fa2143d50c1ed43a2c2cea1,"Clean up ""required"" error checking and handle property types better",__init__.py,add more info about properties
52ef0d9785a08b9fef1164cee94a738a1bb224b8,"Resource property types should not be in a Properties dictionary

A previous change caused resource property types to be put into a
Properties dictionary. This fixes that regression.",test_basic.py,add test for ec2 update policy
52ef0d9785a08b9fef1164cee94a738a1bb224b8,"Resource property types should not be in a Properties dictionary

A previous change caused resource property types to be put into a
Properties dictionary. This fixes that regression.",__init__.py,add more documentation to resource properties
3865d4591c6eb68d36b06668b3d5eff1c276c154,"Fix Output, Parameter and UpdatePolicy to not output a Properties dict",test_basic.py,add tests for new properties
3865d4591c6eb68d36b06668b3d5eff1c276c154,"Fix Output, Parameter and UpdatePolicy to not output a Properties dict",__init__.py,add documentation for resource properties
0cea389f1b20138dfd60f9527864fe2dc32eca81,Fix pep8,EC2InstanceSample.py,add a description of the commit message
0cea389f1b20138dfd60f9527864fe2dc32eca81,Fix pep8,Route53_A.py,add example for region map
a168123251558ce695bbda7bdeb8ae137e562d16,Raise a ValueError if adding a duplicate object to the template,test_basic.py,add tests for duplicate code in template
a168123251558ce695bbda7bdeb8ae137e562d16,Raise a ValueError if adding a duplicate object to the template,__init__.py,add more info about template changes
06eda2e8438a5c771be169dfffa1f0267962332b,"Fix Ref() to output the name only [GH-17]

Ref needed to be changed to look for BaseAWSObject.",__init__.py,add documentation for updatepolicy
5dab30fecc8f4c23f5a2fee77ea6c28e1379bf03,"Fix some IAM issues

- Make Policy property work again
- Policy prop should be Users, not User
- Have more explicit error checking with list types",IAM_Users_snippet.py,add more info about the commit message
5dab30fecc8f4c23f5a2fee77ea6c28e1379bf03,"Fix some IAM issues

- Make Policy property work again
- Policy prop should be Users, not User
- Have more explicit error checking with list types",iam.py,add more info about policy changes
791d4286dc974932c4ac61a7b61a1b0e8d2bd2eb,Fix a pep8 line too long,__init__.py,add template to template.jsonrepr
2b5ad64b7f0589c4f2bff0ced261a01569666c93,"Add cfn2py script to convert json templates to Python

This scipt will try to convert a properly formated CloudFormation
template into Python for use with troposphere. This is a little rough
right now but will do some of the bulk changes necessary. Additional
hand-editing fixups may be needed after conversion.",cfn2py,add more comments to cloudfront_convert.py
2b5ad64b7f0589c4f2bff0ced261a01569666c93,"Add cfn2py script to convert json templates to Python

This scipt will try to convert a properly formated CloudFormation
template into Python for use with troposphere. This is a little rough
right now but will do some of the bulk changes necessary. Additional
hand-editing fixups may be needed after conversion.",setup.py,add a note about troposphere commit
7bfc602e506e660ff935e20842508a6f8944e1e8,"Fix examples/VPC_EC2_Instance_With_Multiple_Dynamic_IPAddresses.py

 - introduces ec2.NetworkInterfaceProperty
 - adds properties to NetworkInterface:
  - SecondaryPrivateIpAddressCount
  - NetworkInterfaceId
  - DeviceIndex
 - makes SubnetId not required",ec2.py,add more info about the changes in ec2 commit
ef3c9642098f83a3d5fdda71019b9c33a7bf2d1d,Fixup some of the network related validators and pep8 changes,ec2.py,add more ec2 docs to commit message
a860b3e73498420c4e2adc071bf1c854e3b8a6e5,Move resolver.py into __init__.py,__init__.py,add documentation for resolver.py
a860b3e73498420c4e2adc071bf1c854e3b8a6e5,Move resolver.py into __init__.py,resolver.py,add description of resolver.py
5342851f50c20f8f5771815e2735335e63e845e2,Fix pep8 for test_implicit_ref.py,test_implicit_ref.py,add more tests for implicit ref
6a0854763dda410dab6aceeeaec8910b3665a0e8,Fixes for pyflakes,test_basic.py,add tests for updatepolicy
6a0854763dda410dab6aceeeaec8910b3665a0e8,Fixes for pyflakes,test_implicit_ref.py,add more info to join-unit-test
889174c77358e69e78635a4af42979a7e940b09c,Fix silly error by copying .travis.yml from awacs,.travis.yml,add more info about the new commit message
5a85e2e1a3915f4baae1b1c1a6c959a49e8fc3cd,Fix a tiny pep8 typo,__init__.py,add more info about the changes in the commit message
e4afd9341ff76e96aee6d60cb9dc7fe739f2e95f,Fix initialization flag test,__init__.py,add more info about the object type
776f4c2e7c21a1ca63094c6e27034d3e40af996a,Fix test_ELBSample from test_examples,test_examples.py,fix test_file
dc95abaa1d8e4f0195c7bbf043ed029a399c2bc6,Fix pep8 errors,test_examples.py,add tests for new code changes
0c8e80a1503f881c544519e4482de41100ccee29,Fix for python3,test_examples.py,add test examples for python3
e7248daf7d6b9ad01bbe0ea9a6d7867077fae98e,Fix unstable order of tags in troposphere.Tags,__init__.py,add more tags to the commit message
57bef5bcd32e50127c4f7f34ed9e999db76c8db1,Fix pyflakes for [GH-47],ec2.py,add more info about the commit message
0d5a42c4c5cc8ab0ab94201636c24e41cac8927b,Fix #54 ec2.DHCPOptions NTPservers -> NtpServers,CHANGELOG.md,add more info about ec2 commit message
0d5a42c4c5cc8ab0ab94201636c24e41cac8927b,Fix #54 ec2.DHCPOptions NTPservers -> NtpServers,ec2.py,add more info about ec2 changes
9a85aa3e6807483275514b2c92f1f2814afe2ea2,"Allow Ref() in NetworkInterfaceProperty GroupSet list

This fixes #56 a different way than the pull request.",ec2.py,add missing docstrings to networkinterfaceproperty
abbb86da66d6a4a7c8c301252485ce4aa1d2f056,Fix #51: RecordSets in Route53 not formatted correctly,Route53_RoundRobin.template,add more info to route53 commit message
abbb86da66d6a4a7c8c301252485ce4aa1d2f056,Fix #51: RecordSets in Route53 not formatted correctly,route53.py,add more documentation to route53 commit message
7d246516b3e79d33126606b79d2c839cf105f958,"Add OpenStack native resource types

We also duplicate the AWS AutoScalingGroup type due to an issue
with integer/string handling differences between AWS and the
OpenStack compatibility layer",heat.py,add more info about the new type of auto scaling
7d246516b3e79d33126606b79d2c839cf105f958,"Add OpenStack native resource types

We also duplicate the AWS AutoScalingGroup type due to an issue
with integer/string handling differences between AWS and the
OpenStack compatibility layer",neutron.py,add more ec2 properties to the commit message
7d246516b3e79d33126606b79d2c839cf105f958,"Add OpenStack native resource types

We also duplicate the AWS AutoScalingGroup type due to an issue
with integer/string handling differences between AWS and the
OpenStack compatibility layer",nova.py,add more ec2 resource types
dec4874ad0143c9759bad91a02d675efea1316a3,Fix our test to reflect the ASG name change,OpenStack_AutoScaling.py,fix typo in the new message
f7b136ba6cbb1a62415f73c75c45cf135fe46205,Fix pep8 error (due to pep8 1.5.1 change),__init__.py,add more info about the type of error
717f5f16c8cd712f7bb4a8b7710caee6ec381c3c,Minor pep8 E251 fixes in 3 example files,ElasticBeanstalk_Python_Sample.py,add more info about e2e commit message
717f5f16c8cd712f7bb4a8b7710caee6ec381c3c,Minor pep8 E251 fixes in 3 example files,SQS_With_CloudWatch_Alarms.py,add alarmemail parameter to commit message
717f5f16c8cd712f7bb4a8b7710caee6ec381c3c,Minor pep8 E251 fixes in 3 example files,WaitObject.py,add more info about the code change
3622170663f6e3cbfaa794b88244696432c2d762,"Fix resource.name backward compatibility regression

Changes around 'name' atrributes were needed of the OpenStack feature.
This fix restores the use of 'resource.name' for non-OpenStack usage.",test_basic.py,add test for resource.name changes
3622170663f6e3cbfaa794b88244696432c2d762,"Fix resource.name backward compatibility regression

Changes around 'name' atrributes were needed of the OpenStack feature.
This fix restores the use of 'resource.name' for non-OpenStack usage.",__init__.py,add missing docstring to object properties
ad6bf7ea36fc8e0a2a9b93e7090d9b14c0ad466d,"Allow Ref() in VPNGatewayRoutePropagation RouteTableIds list

This fixes #73 a different way than the pull request.",CHANGELOG.md,add more info about the type of error
ad6bf7ea36fc8e0a2a9b93e7090d9b14c0ad466d,"Allow Ref() in VPNGatewayRoutePropagation RouteTableIds list

This fixes #73 a different way than the pull request.",ec2.py,add documentation for routetableids
bd61d76348fa46bf221d715ec9ed1e3f767d8536,"Patching Users class to use basestring or Ref type for Groups and not Groups type.
See: https://github.com/cloudtools/troposphere/issues/78",iam.py,add more info about user changes
3ba44e8374e0387145731647166bbe9b296e19d6,Fixed line length issue with pep8.,autoscaling.py,add missing line to autoscaling group description
aee6c3337f32e96cf8adefcba951859b6d627436,Fixed logic issue.,autoscaling.py,add more info about the new version of autoscaler
fb85bc29e57a5bb9df38266eb1771fe981a86536,Add CloudFront CacheBehavior (fixes #86),cloudfront.py,add more info about the changes
a57c35743cca3dfeb236dd410bc2c87669d5cfaf,"Add AutoScalingGroup TerminationPolicies (fix #77, fix #87)",autoscaling.py,add more info about the new commit message
352bc81e0e3178cbf9ca2890652357de7bee4ff2,Tweak UpdatePolicy properties (fixes #88),__init__.py,add example for updatepolicy properties
b626cd4018f61e7cfbe46fd8706b223d5b66031d,"Tweaks to rds.DNInstance (fixes #89)

- AllocatedStorage and BackupRetentionPeriod are positive_integer
- Port is network_port
- Add AllowMajorVersionUpgrade",rds.py,add more info about the commit message
a2a0e3a269f4a5f47a58c63c7d9a367f85c3223d,Tweaks to EC2 DeviceIndex property values (fixes #90),ec2.py,add docs for networkinterfaceproperties
5b144e358ecab3da3cda01170871b43aea9cd22d,Fix #92,autoscaling.py,add more info about the new commit message
b85fbab9380056c2f430faf5c9207681574565e3,Fix #91,route53.py,add aliastarget to commit message
2a2dc64551fe50485617177f3ed36cdf38250ab4,removing whitespace to fix travis.ci build,cloudformation.py,add more info about the changes
cca0acfb53d19e7ee302ccaaa8dd3941d2a45b4d,Bugfix: Or helper function was not constructing the correct condition,EC2Conditions.template,add more info about or condition
cca0acfb53d19e7ee302ccaaa8dd3941d2a45b4d,Bugfix: Or helper function was not constructing the correct condition,__init__.py,add more info about the condition
8aa3d207d504f8ed2ca4f3b8210f77f645df7d42,Print a nice error if an incorrect property is set on AWSProperty (which doesn't have a 'type').,__init__.py,add more info about the type of the object
41bf42da4c681fe0a5ef5f98267023ac71bd664b,Fix pep8 error.,__init__.py,add more info about the type of the object
4c8f448098ff2b743d8d2de274c0dd644d9fe149,Add unit tests for 'type' AttributeError fixes.,test_basic.py,add tests for new type and attributeerror
f79843a63ba4b8414430c3333d41fef66363fcb4,"Make test python3 compatible

python3's AttributeError doesn't have a 'message'.  Instead you have to
grab that from the args.  Fortunately python2 has args as well.

Tested in both versions, seems to pass.",test_basic.py,add test for attributeerror
6d4e9bd280eb132fd64ceca850dee3e13a0a8573,"Allow FindInMap to be used with ec2.NetworkInterfaceProperty.GroupSet

Fixes #128. Note: may need to think about how to address this in a
more generic way instead of specifying on a per-property approach.",ec2.py,add more info about ec2.networkingproperty.groupset
71404d4f7c102c20568abc42f6886f86937ba391,"Fix DBSecurityGroupIngress required props

http://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-rds-security-group-ingress.html

You can use one of the following sets of properties:
1. CIDRIP
2. EC2-VPC: EC2SecurityGroupId
3. EC2-Classic: EC2SecurityGroupName AND EC2SecurityGroupOwnerId",rds.py,add documentation for ec2securitygrouping
06afca51de34f9e7abd23204c95433af2c6e730c,Fixing ValueError message to refer the correct package,cloudformation.py,add missing docstring
1a1ec05ce9fb48dfbb0362aebbb779e8ba92f3f6,Fixes duplicate key error reporting,__init__.py,add template to duplicate key error message
2fa701c1d090a5df8e839fbeabf41a9b6efa3967,Fix warning in description,CloudFront_S3.py,add more info about cloudformation_s3
7068743aef02d883424f2dae93bd671547a9b483,Fix test and corrected minor white space issue,CloudFront_S3.py,add more info about cloudformation docs
7068743aef02d883424f2dae93bd671547a9b483,Fix test and corrected minor white space issue,CloudFront_S3.template,add more info about cloudformation docs
81f3d8ef505ba115587faea12831636ce25aad07,When detecting invalid resource name print it as part of the error message,__init__.py,add more info about the object properties
ba79e8f310f1a9b05c5fc5f23450e5a5c23da38f,"Fix tests, remove EOL whitespace",CloudFront_S3.template,add more info about the commit message
ba79e8f310f1a9b05c5fc5f23450e5a5c23da38f,"Fix tests, remove EOL whitespace",DynamoDB_Table.template,add more examples to the new table description
ba79e8f310f1a9b05c5fc5f23450e5a5c23da38f,"Fix tests, remove EOL whitespace",EC2Conditions.template,add more tests to the commit message
ba79e8f310f1a9b05c5fc5f23450e5a5c23da38f,"Fix tests, remove EOL whitespace",EC2InstanceSample.template,add more ec2 instance info
ba79e8f310f1a9b05c5fc5f23450e5a5c23da38f,"Fix tests, remove EOL whitespace",ELBSample.template,add more ec2 tests
ba79e8f310f1a9b05c5fc5f23450e5a5c23da38f,"Fix tests, remove EOL whitespace",ElasticBeanstalk_Python_Sample.template,add more info to fix tests
ba79e8f310f1a9b05c5fc5f23450e5a5c23da38f,"Fix tests, remove EOL whitespace",IAM_Policies_SNS_Publish_To_SQS.template,add more info about the commit message
ba79e8f310f1a9b05c5fc5f23450e5a5c23da38f,"Fix tests, remove EOL whitespace",IAM_Users_Groups_and_Policies.template,add more info to the commit message
ba79e8f310f1a9b05c5fc5f23450e5a5c23da38f,"Fix tests, remove EOL whitespace",IAM_Users_snippet.template,add more info about the commit message
ba79e8f310f1a9b05c5fc5f23450e5a5c23da38f,"Fix tests, remove EOL whitespace",Kinesis_Stream.template,add more info about the stream changes
ba79e8f310f1a9b05c5fc5f23450e5a5c23da38f,"Fix tests, remove EOL whitespace",OpenStack_AutoScaling.template,add more info to the auto scaling script
ba79e8f310f1a9b05c5fc5f23450e5a5c23da38f,"Fix tests, remove EOL whitespace",OpenStack_Server.template,add more info to commit messages
ba79e8f310f1a9b05c5fc5f23450e5a5c23da38f,"Fix tests, remove EOL whitespace",OpsWorksSnippet.template,add more info to commit message
ba79e8f310f1a9b05c5fc5f23450e5a5c23da38f,"Fix tests, remove EOL whitespace",RDS_VPC.template,add more examples to the rds script
ba79e8f310f1a9b05c5fc5f23450e5a5c23da38f,"Fix tests, remove EOL whitespace",RDS_with_DBParameterGroup.template,add more info to the commit message
ba79e8f310f1a9b05c5fc5f23450e5a5c23da38f,"Fix tests, remove EOL whitespace",Redshift.template,add more info to the new redshift cluster
ba79e8f310f1a9b05c5fc5f23450e5a5c23da38f,"Fix tests, remove EOL whitespace",RedshiftClusterInVpc.template,add more info to the new redshift script
ba79e8f310f1a9b05c5fc5f23450e5a5c23da38f,"Fix tests, remove EOL whitespace",Route53_A.template,add more examples to the commit message
ba79e8f310f1a9b05c5fc5f23450e5a5c23da38f,"Fix tests, remove EOL whitespace",Route53_CNAME.template,add more examples to route53 commit messages
ba79e8f310f1a9b05c5fc5f23450e5a5c23da38f,"Fix tests, remove EOL whitespace",Route53_RoundRobin.template,add more examples to route53 tests
ba79e8f310f1a9b05c5fc5f23450e5a5c23da38f,"Fix tests, remove EOL whitespace",S3_Bucket.template,add more info about the commit message
ba79e8f310f1a9b05c5fc5f23450e5a5c23da38f,"Fix tests, remove EOL whitespace",S3_Bucket_With_Versioning.template,add more info about the commit message
ba79e8f310f1a9b05c5fc5f23450e5a5c23da38f,"Fix tests, remove EOL whitespace",S3_Website_Bucket_With_Retain_On_Delete.template,add more examples to s3_bucket_with_retain_on_delete
ba79e8f310f1a9b05c5fc5f23450e5a5c23da38f,"Fix tests, remove EOL whitespace",SQSDLQ.template,add more info about the commit message
ba79e8f310f1a9b05c5fc5f23450e5a5c23da38f,"Fix tests, remove EOL whitespace",SQS_With_CloudWatch_Alarms.template,add more info to the commit message
ba79e8f310f1a9b05c5fc5f23450e5a5c23da38f,"Fix tests, remove EOL whitespace",VPC_EC2_Instance_With_Multiple_Dynamic_IPAddresses.template,add more ec2 tests
ba79e8f310f1a9b05c5fc5f23450e5a5c23da38f,"Fix tests, remove EOL whitespace",VPC_With_VPN_Connection.template,add more examples to the commit message
ba79e8f310f1a9b05c5fc5f23450e5a5c23da38f,"Fix tests, remove EOL whitespace",WaitObject.template,add more examples to the commit message
1db70ffcc6d9ce03ab2c5d47fcfe0be6cb3ca2ef,fix pep8,cloudformation.py,add more documentation to the commit message
c8081d95968d1c0934f594d04250c053afccae02,fix test output,OpenStack_AutoScaling.template,add more info about the test script
